target.name,target.accession,query.name,query.accession,full.seq.E-value,full.seq.score,full.seq.bias,best.domain.E-value,best.domain.score,best.domain.bias,exp,reg,clu,ov,env,dom,rep,inc,description.of.target,group
NP_627820.1,-,0041987,88659,5.5e-10,37.2,0,1.8e-9,35.7,0,1.8,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629020.1,-,0041987,88659,6e-10,37.1,0.1,1.4e-9,36,0.1,1.6,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631173.1,-,0041987,88659,1e-9,36.4,0.4,2.2e-9,35.4,0.4,1.5,1,0,0,1,1,1,1,ECF family RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627596.1,-,0041987,88659,1.5e-9,35.8,0.1,3.4e-9,34.8,0.1,1.6,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626418.1,-,0041987,88659,1.5e-9,35.8,0,3.6e-9,34.7,0,1.6,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629216.1,-,0041987,88659,1.8e-9,35.6,0.4,2.3e-6,25.9,0,4,3,0,0,3,3,3,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628949.1,-,0041987,88659,3.1e-9,34.9,0.2,8.6e-9,33.5,0.1,1.7,2,0,0,2,2,1,1,two-component system DNA-binding response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_639689.1,-,0041987,88659,3.4e-9,34.8,1,8.6e-8,30.4,0,2.7,3,0,0,3,3,2,1,ecf family sigma factor (plasmid) [Streptomyces coelicolor A3(2)],bacteria
NP_631149.1,-,0041987,88659,6.7e-9,33.8,0.1,1.7e-8,32.6,0.1,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628619.1,-,0041987,88659,1.2e-8,33.1,0,6.9e-8,30.7,0,2.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_626757.1,-,0041987,88659,2e-8,32.4,0,4.8e-8,31.2,0,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625104.1,-,0041987,88659,2.5e-8,32.1,0.5,6.8e-8,30.7,0.1,1.9,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_624735.1,-,0041987,88659,3.5e-8,31.6,0.3,1.2e-7,29.9,0.1,2,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629091.1,-,0041987,88659,4e-8,31.4,0.1,1.4e-7,29.7,0,2,2,0,0,2,2,1,1,ECF-sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631058.1,-,0041987,88659,4.3e-8,31.3,0.2,2.7e-7,28.9,0.1,2.4,2,0,0,2,2,1,1,regulatory protein [Streptomyces coelicolor A3(2)],bacteria
NP_630339.1,-,0041987,88659,4.9e-8,31.2,0.1,1.3e-7,29.8,0.1,1.7,1,0,0,1,1,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_626018.1,-,0041987,88659,5.1e-8,31.1,0.1,9.8e-8,30.2,0.1,1.5,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629018.1,-,0041987,88659,5.4e-8,31,0.8,1.1e-7,30,0.1,1.9,2,0,0,2,2,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_733677.1,-,0041987,88659,6.2e-8,30.8,0.1,1.7e-7,29.4,0.1,1.8,2,0,0,2,2,1,1,response regulator,bacteria
NP_627832.1,-,0041987,88659,7.3e-8,30.6,0.1,1.8e-7,29.4,0.1,1.7,1,0,0,1,1,1,1,two-component system regulator [Streptomyces coelicolor A3(2)],bacteria
NP_630508.1,-,0041987,88659,8.2e-8,30.5,0,1.7e-7,29.5,0,1.5,1,0,0,1,1,1,1,two-component system regulatory protein [Streptomyces coelicolor A3(2)],bacteria
NP_627834.1,-,0041987,88659,1.1e-7,30.1,0.2,2.8e-7,28.8,0.2,1.8,1,0,0,1,1,1,1,two-component system regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625654.1,-,0041987,88659,1.1e-7,30,0.1,2.6e-7,28.9,0.1,1.5,1,0,0,1,1,1,1,two component system DNA binding response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626071.1,-,0041987,88659,1.4e-7,29.7,0.1,5.4e-7,27.9,0,1.9,2,0,0,2,2,1,1,two component response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629281.1,-,0041987,88659,1.8e-7,29.4,0.9,9.3e-7,27.2,0.1,2.5,2,2,0,2,2,2,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629592.1,-,0041987,88659,2e-7,29.3,0.1,4.3e-7,28.2,0.1,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_624539.1,-,0041987,88659,2.1e-7,29.2,0,4.9e-7,28,0,1.6,1,0,0,1,1,1,1,LuxR family transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_627847.1,-,0041987,88659,2.1e-7,29.2,0,5.3e-7,27.9,0,1.6,1,0,0,1,1,1,1,two-component system regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628828.1,-,0041987,88659,2.7e-7,28.8,0.2,6e-7,27.8,0.2,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629112.1,-,0041987,88659,2.9e-7,28.8,0.6,6.3e-7,27.7,0.1,1.8,2,0,0,2,2,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625364.1,-,0041987,88659,4.5e-7,28.2,0.1,1.1e-6,27,0.1,1.6,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628448.1,-,0041987,88659,4.5e-7,28.2,0.1,1.1e-6,26.9,0.1,1.6,1,0,0,1,1,1,1,response regulatory protein [Streptomyces coelicolor A3(2)],bacteria
NP_630426.1,-,0041987,88659,5e-7,28,2.3,9.7e-5,20.9,0.1,3.6,3,0,0,3,3,2,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629516.1,-,0041987,88659,5.8e-7,27.8,0.1,1.3e-6,26.8,0.1,1.5,1,0,0,1,1,1,1,chitinase two-component response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_624742.1,-,0041987,88659,6e-7,27.8,0,1.4e-6,26.6,0,1.5,1,0,0,1,1,1,1,two-component response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_630245.1,-,0041987,88659,7.1e-7,27.5,0,1.7e-6,26.4,0,1.5,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_627230.1,-,0041987,88659,9e-7,27.2,0.1,2.5e-6,25.8,0,1.8,2,0,0,2,2,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_631160.1,-,0041987,88659,9.2e-7,27.2,0.1,2.2e-5,22.9,0,2.7,2,0,0,2,2,2,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_630354.1,-,0041987,88659,9.6e-7,27.1,0.1,2e-6,26.1,0.1,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625547.1,-,0041987,88659,1e-6,27.1,0.4,2.3e-6,26,0.4,1.5,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625636.1,-,0041987,88659,1.1e-6,26.9,0.4,8.1e-6,24.2,0.1,2.7,2,0,0,2,2,1,1,large transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625929.1,-,0041987,88659,1.2e-6,26.8,0,2.7e-6,25.7,0,1.5,1,0,0,1,1,1,1,two-component response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_627946.1,-,0041987,88659,1.5e-6,26.5,0.1,5.2e-6,24.8,0.1,1.8,2,0,0,2,2,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_629812.1,-,0041987,88659,1.8e-6,26.3,0,3.6e-6,25.4,0,1.5,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626707.1,-,0041987,88659,1.8e-6,26.3,1.5,2.2e-4,19.8,0.2,2.8,2,0,0,2,2,2,1,RNA polymerase principal sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628577.1,-,0041987,88659,1.8e-6,26.3,0.6,5.1e-6,24.9,0.3,1.9,1,1,1,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631203.1,-,0041987,88659,1.9e-6,26.2,0.4,4e-6,25.2,0.4,1.5,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628295.1,-,0041987,88659,2e-6,26.1,0.1,6.3e-6,24.6,0.1,1.8,1,0,0,1,1,1,1,hypothetical protein SCO4117 [Streptomyces coelicolor A3(2)],bacteria
NP_628533.1,-,0041987,88659,2.1e-6,26,0,5.5e-6,24.8,0,1.6,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_631750.1,-,0041987,88659,2.2e-6,26,0.3,4.9e-6,24.9,0.3,1.5,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626377.1,-,0041987,88659,3.1e-6,25.5,0,6.3e-6,24.6,0,1.4,1,0,0,1,1,1,1,two-component system regulator [Streptomyces coelicolor A3(2)],bacteria
NP_639724.1,-,0041987,88659,3.3e-6,25.5,0,7.3e-6,24.4,0,1.5,1,0,0,1,1,1,1,sigma factor (plasmid) [Streptomyces coelicolor A3(2)],bacteria
NP_629641.1,-,0041987,88659,3.5e-6,25.4,0.2,0.0015,17.2,0,3.8,2,0,0,2,2,2,1,regulatory protein [Streptomyces coelicolor A3(2)],bacteria
NP_628967.1,-,0041987,88659,3.7e-6,25.3,0,1.4e-5,23.6,0,1.9,1,0,0,1,1,1,1,hypothetical protein SCO4810 [Streptomyces coelicolor A3(2)],bacteria
NP_625563.1,-,0041987,88659,3.7e-6,25.3,0,1.3e-5,23.7,0,1.9,1,0,0,1,1,1,1,RNA polymerase ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_630267.1,-,0041987,88659,4.9e-6,24.9,0.2,1.5e-5,23.4,0,1.8,2,0,0,2,2,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628301.1,-,0041987,88659,5.4e-6,24.8,0,1.3e-5,23.6,0,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626529.1,-,0041987,88659,6.3e-6,24.6,0.3,2.1e-5,23,0.1,2,2,0,0,2,2,1,1,two-component system response-regulator [Streptomyces coelicolor A3(2)],bacteria
NP_630742.1,-,0041987,88659,6.6e-6,24.5,0.1,1.6e-5,23.3,0.1,1.6,1,0,0,1,1,1,1,two-component regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625617.1,-,0041987,88659,6.8e-6,24.5,0,1.5e-5,23.4,0,1.5,1,0,0,1,1,1,1,hypothetical protein SCO1332 [Streptomyces coelicolor A3(2)],bacteria
NP_630455.1,-,0041987,88659,8.5e-6,24.2,0,1.9e-5,23.1,0,1.5,1,0,0,1,1,1,1,two-component regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628758.1,-,0041987,88659,1.1e-5,23.9,0,2.7e-5,22.6,0,1.7,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_631414.1,-,0041987,88659,1.1e-5,23.8,0.3,0.068,12,0,2.9,2,0,0,2,2,2,1,DNA-binding protein [Streptomyces coelicolor A3(2)],bacteria
NP_631061.1,-,0041987,88659,1.1e-5,23.8,0.2,3e-5,22.5,0.2,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629948.1,-,0041987,88659,1.2e-5,23.8,0,2.9e-5,22.5,0,1.6,1,0,0,1,1,1,1,two-component response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_627351.1,-,0041987,88659,1.4e-5,23.5,0.1,2.7e-5,22.6,0.1,1.5,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_631202.1,-,0041987,88659,1.6e-5,23.3,1.3,0.0049,15.6,0,4.6,4,0,0,4,4,3,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_733711.1,-,0041987,88659,1.6e-5,23.3,0.1,3.1e-5,22.4,0.1,1.5,1,0,0,1,1,1,1,two-component system response regulator,bacteria
NP_630296.1,-,0041987,88659,1.8e-5,23.1,0.2,3.6e-4,19.1,0.1,3.1,2,0,0,2,2,1,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628575.1,-,0041987,88659,2.4e-5,22.8,0.1,5.3e-4,18.6,0,2.5,2,0,0,2,2,2,1,hypothetical protein SCO4407 [Streptomyces coelicolor A3(2)],bacteria
NP_628007.1,-,0041987,88659,3e-5,22.5,0,6.1e-5,21.5,0,1.5,1,0,0,1,1,1,1,two-component system response transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_631688.1,-,0041987,88659,3.3e-5,22.4,0,6.9e-5,21.4,0,1.6,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628926.1,-,0041987,88659,3.5e-5,22.3,0.1,1.1e-4,20.7,0,1.9,2,0,0,2,2,1,1,two-component regulator [Streptomyces coelicolor A3(2)],bacteria
NP_625177.1,-,0041987,88659,3.5e-5,22.3,0.1,0.0011,17.6,0,3.2,2,0,0,2,2,2,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_627858.1,-,0041987,88659,5.3e-5,21.7,0,1.5e-4,20.3,0,1.7,1,0,0,1,1,1,1,regulatory protein [Streptomyces coelicolor A3(2)],bacteria
NP_625842.1,-,0041987,88659,6e-5,21.5,0.1,1.6e-4,20.2,0.1,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627440.1,-,0041987,88659,6.1e-5,21.5,0,1.3e-4,20.5,0,1.5,1,0,0,1,1,1,1,two component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626920.1,-,0041987,88659,6.7e-5,21.4,0,2.1e-4,19.8,0,1.8,1,0,0,1,1,1,1,LuxR family transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_630140.1,-,0041987,88659,8.6e-5,21.1,0,2e-4,19.9,0,1.5,1,0,0,1,1,1,1,two-component regulator [Streptomyces coelicolor A3(2)],bacteria
NP_733725.1,-,0041987,88659,9e-5,21,0,8.9e-4,17.9,0,2.7,1,0,0,1,1,1,1,transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626605.1,-,0041987,88659,1.2e-4,20.6,0.1,3.2e-4,19.3,0.1,1.7,1,0,0,1,1,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_624667.1,-,0041987,88659,1.3e-4,20.5,0.1,0.0023,16.6,0.1,2.8,2,0,0,2,2,2,1,GntR family transcriptional regulator [Streptomyces coelicolor A3(2)],bacteria
NP_626556.1,-,0041987,88659,1.4e-4,20.4,0,8.8e-4,17.9,0,2.1,2,0,0,2,2,1,1,two-component system response regulator [Streptomyces coelicolor A3(2)],bacteria
NP_628253.1,-,0041987,88659,1.7e-4,20.2,0,4.1e-4,19,0,1.7,1,0,0,1,1,1,1,LuxR family transcripitonal regulator [Streptomyces coelicolor A3(2)],bacteria
WP_011244481.1,-,0041987,88659,1.8e-18,62.1,0.1,4.3e-18,60.9,0.1,1.7,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244401.1,-,0041987,88659,9.2e-16,53.7,0.2,9.2e-16,53.7,0.2,1.9,3,0,0,3,3,3,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244619.1,-,0041987,88659,4.4e-12,42.2,2.5,1.7e-11,40.4,0.2,2.8,3,0,0,3,3,3,1,MULTISPECIES: RNA polymerase sigma factor SigF [Synechococcus],bacteria
WP_011244805.1,-,0041987,88659,2e-11,40.2,2,3.2e-11,39.6,0.3,2.2,2,1,0,2,2,2,1,MULTISPECIES: RNA polymerase sigma factor SigF [Synechococcus],bacteria
WP_011378081.1,-,0041987,88659,1.2e-10,37.8,1.7,1.3e-8,31.4,0.3,2.7,2,0,0,2,2,2,1,MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011243265.1,-,0041987,88659,7.2e-10,35.3,1.4,2.1e-7,27.6,0.7,2.7,2,0,0,2,2,2,1,MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011377675.1,-,0041987,88659,1.6e-9,34.2,2.6,5.4e-7,26.4,0.8,3,2,0,0,2,2,2,2,MULTISPECIES: RNA polymerase sigma factor,bacteria
WP_011244655.1,-,0041987,88659,1.2e-8,31.6,4.9,3.9e-7,26.8,0.4,3,3,0,0,3,3,3,2,circadian expression RNA polymerase sigma factor SigA2 [Synechococcus elongatus],bacteria
WP_011244555.1,-,0041987,88659,1.8e-8,31,2.7,1.1e-5,22.4,0.4,3.2,3,0,0,3,3,3,2,MULTISPECIES: RNA polymerase sigma factor SigC [Synechococcus],bacteria
WP_081422183.1,-,0041987,88659,5.1e-8,29.6,2,2.2e-6,24.5,0.1,3.5,3,1,0,3,3,3,1,RNA polymerase sigma factor RpoD [Synechococcus elongatus],bacteria
WP_011244144.1,-,0041987,88659,7e-7,26,0,1.3e-6,25.2,0,1.4,1,0,0,1,1,1,1,MULTISPECIES: response regulator transcription factor [Synechococcus],bacteria
WP_004082042.1,-,0041987,88659,1.6e-17,58.7,0.1,3.3e-17,57.7,0.1,1.6,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Thermotoga],bacteria
WP_004080667.1,-,0041987,88659,1.1e-13,46.8,0.1,1.4e-12,43.2,0.1,2.4,2,0,0,2,2,2,1,FliA/WhiG family RNA polymerase sigma factor [Thermotoga maritima],bacteria
WP_004081730.1,-,0041987,88659,3e-9,32.9,0.5,5.5e-5,19.6,0.2,2.9,2,0,0,2,2,2,2,MULTISPECIES: RNA polymerase sigma factor RpoD [Thermotoga],bacteria
WP_004081373.1,-,0041987,88659,1.7e-7,27.4,0,2.9e-7,26.7,0,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Thermotoga],bacteria
WP_013944800.1,-,0041987,88659,5.9e-19,62.3,0.3,1.8e-18,60.8,0.3,1.8,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Treponema],bacteria
WP_014342819.1,-,0041987,88659,2e-12,41.9,2.7,3.2e-12,41.3,0.4,2.2,2,0,0,2,2,2,1,RNA polymerase sigma factor WhiG [Treponema pallidum],bacteria
WP_010881942.1,-,0041987,88659,1.1e-7,27.1,2.4,4e-4,16.1,0.2,3.6,3,1,1,4,4,4,2,RNA polymerase sigma factor RpoD [Treponema pallidum],bacteria
WP_010882456.1,-,0041987,88659,1.3e-5,20.8,1,2.6e-5,19.8,0.4,1.9,2,0,0,2,2,2,1,RNA polymerase sigma factor RpoD/SigA [Treponema pallidum],bacteria
WP_001005346.1,-,0041987,88659,1.7e-17,59.5,0,3.5e-17,58.5,0,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoE [Vibrio],bacteria
WP_000483035.1,-,0041987,88659,1.6e-14,50.2,0.1,6.7e-14,48.3,0.1,1.9,2,0,0,2,2,2,1,MULTISPECIES: RNA polymerase sigma factor [Vibrio],bacteria
WP_001030417.1,-,0041987,88659,1.8e-13,46.9,0.1,1.9e-12,43.8,0.1,2.3,2,0,0,2,2,2,1,RNA polymerase sigma factor FliA [Vibrio cholerae],bacteria
WP_001880851.1,-,0041987,88659,3.2e-13,46.1,0.1,1.2e-12,44.4,0,1.9,2,0,0,2,2,2,1,sigma-70 family RNA polymerase sigma factor [Vibrio cholerae],bacteria
WP_001123226.1,-,0041987,88659,1.9e-8,31.3,0.1,9.3e-8,29.1,0.1,2.2,1,0,0,1,1,1,1,MULTISPECIES: helix-turn-helix transcriptional regulator [Vibrio],bacteria
WP_001889583.1,-,0041987,88659,2.6e-7,27.7,0.1,9.6e-7,26,0.1,1.9,1,0,0,1,1,1,1,two-component system response regulator VieA [Vibrio cholerae],bacteria
WP_000116737.1,-,0041987,88659,8.6e-7,26.1,0.1,1.1e-4,19.6,0.1,2.7,2,0,0,2,2,2,1,RNA polymerase sigma factor RpoS [Vibrio cholerae],bacteria
WP_000651013.1,-,0041987,88659,1.4e-6,25.5,0,2.9e-6,24.5,0,1.5,1,0,0,1,1,1,1,MULTISPECIES: LuxR family transcriptional regulator VpsT [Vibrio],bacteria
WP_000372618.1,-,0041987,88659,2.1e-6,24.9,0.2,0.0011,16.4,0,3.4,2,0,0,2,2,2,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Vibrio],bacteria
WP_001111918.1,-,0041987,88659,2.9e-6,24.5,0.1,5.9e-6,23.5,0.1,1.6,1,0,0,1,1,1,1,autoinducer binding domain-containing protein [Vibrio cholerae],bacteria
WP_000628135.1,-,0041987,88659,1.1e-5,22.7,0,2.6e-5,21.5,0,1.6,1,0,0,1,1,1,1,response regulator transcription factor [Vibrio cholerae],bacteria
WP_000184359.1,-,0041987,88659,1.2e-5,22.5,0.6,7.4e-5,20.1,0.1,2.4,3,0,0,3,3,3,1,MULTISPECIES: RNA polymerase sigma factor RpoH [Vibrio],bacteria
WP_000360438.1,-,0041987,88659,1.3e-5,22.5,0,3.5e-5,21.1,0,1.7,1,0,0,1,1,1,1,response regulator transcription factor [Vibrio cholerae],bacteria
WP_000378642.1,-,0041987,88659,2e-5,21.9,0,4.2e-5,20.9,0,1.5,1,0,0,1,1,1,1,MULTISPECIES: response regulator transcription factor [Vibrio],bacteria
WP_038493726.1,-,0041988,88946,2.8e-27,92.6,0.1,6.1e-27,91.6,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_080863981.1,-,0041988,88946,1.1e-25,87.5,0.5,2.1e-25,86.6,0.5,1.5,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_025594844.1,-,0041988,88946,1.9e-23,80.4,1.9,3.2e-23,79.6,1.9,1.3,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_004431393.1,-,0041988,88946,4.2e-23,79.3,0.7,7.4e-23,78.5,0.1,1.7,2,0,0,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_003513359.1,-,0041988,88946,1.6e-21,74.2,0.3,3.9e-21,72.9,0.3,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Rhizobium/Agrobacterium group],bacteria
WP_003513560.1,-,0041988,88946,2e-20,70.7,1.5,3.6e-20,69.9,1.5,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_004432061.1,-,0041988,88946,7.9e-20,68.8,0,1.1e-19,68.2,0,1.2,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038497025.1,-,0041988,88946,1.8e-19,67.6,0.1,3.2e-19,66.8,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Agrobacterium tumefaciens complex],bacteria
WP_038490951.1,-,0041988,88946,8.7e-18,62.2,0.2,1.5e-17,61.5,0.2,1.3,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_003491840.1,-,0041988,88946,2.6e-17,60.7,0,7e-17,59.3,0,1.8,1,1,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoH [Rhizobium/Agrobacterium group],bacteria
WP_003511036.1,-,0041988,88946,2.8e-15,54.2,0.1,4.1e-15,53.6,0.1,1.2,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_003513086.1,-,0041988,88946,2.5e-14,51.1,0,4.3e-14,50.4,0,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_003518695.1,-,0041988,88946,2.9e-13,47.7,0.4,4.9e-13,47,0.4,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038497316.1,-,0041988,88946,9e-13,46.1,0.1,1.6e-12,45.3,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_000764065.1,-,0041988,88946,2.1e-27,93,0.3,3.9e-27,92.2,0.3,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Bacillus],bacteria
WP_000675556.1,-,0041988,88946,5.3e-22,75.7,0.4,1.8e-21,74,0.3,1.8,2,0,0,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus],bacteria
WP_000824008.1,-,0041988,88946,8.8e-22,75,0.2,1.2e-21,74.6,0.2,1.2,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus],bacteria
WP_000869257.1,-,0041988,88946,1.7e-21,74.1,0.2,3e-21,73.3,0.2,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus],bacteria
WP_000864729.1,-,0041988,88946,7.9e-21,71.9,0.4,2.4e-20,70.4,0.1,1.8,1,1,1,2,2,2,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus],bacteria
WP_000391642.1,-,0041988,88946,6e-20,69.1,0.2,9.7e-20,68.5,0.2,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Bacillus],bacteria
WP_000387193.1,-,0041988,88946,7.6e-20,68.8,0.1,1.5e-19,67.9,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigH [Bacillus],bacteria
WP_000350729.1,-,0041988,88946,8.7e-20,68.6,0,2.3e-19,67.3,0,1.7,2,0,0,2,2,2,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigF [Bacillus],bacteria
WP_000976948.1,-,0041988,88946,9.5e-20,68.5,0,1.5e-19,67.9,0,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigE [Bacillus],bacteria
WP_000438330.1,-,0041988,88946,5.1e-19,66.2,0.1,7.8e-19,65.6,0.1,1.2,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacillus],bacteria
WP_000051382.1,-,0041988,88946,1.5e-18,64.6,0,2.2e-18,64.1,0,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sporulation sigma factor SigK [Bacillus],bacteria
